"id";"image";"theme";"design";"punning";"cf";"cf_url";"memo"
"617";"a9730.jpg";"起居延年";"枸杞 + 菊花 + 太湖石";"boxthorn+chrysanthemum-1+longevity rock";"‘枸杞’作为画面元素在此处被省略 Among the three basic visual elements of the design, both ‘boxthorn’ has been omitted in this case 钱振宗主编 清代瓷器赏鉴 香港：中华书局(香港)有限公司 1994， p. 137, pl. 170";;"-"
"618";"a5310.jpg";"齐眉祝寿";"梅 + 竹子 + 绶带鸟";"prunus+bamboo+long-tailed bird";"-";;"Meng 1991:235"
"619";"a5290.jpg";"翘盼福音";"童子 + 蝙蝠";"qiaopanfuyin";"-";;"Meng 1991:231"
"620";"a9190.jpg";"清白";"青菜";"chinese greens";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 14 立轴 纸本 水墨 52 x 16.8cm, 天津人民美术出版社藏";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 4, pl. 183 立轴 纸本 水墨设色 82 x 33cm ca. mid-1930s 上海美术家协会藏"
"621";"a4935.jpg";"清白传家";"青菜";"chinese greens-1";"-";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 161 白菜 ca.1920s初 立轴 纸本 水墨 137.5 x 33.5cm, 首都博物馆藏 湘中南包括湖南省中、南部盆地、丘陵地区和部分山地。历代都是湖南政治、经济、文化最发达的地区。大年初一则要吃面条、白菜和芋头。 吃面条寓意福寿绵长，吃白菜、芋头是取其'百事遇头'，'清白传家'之意"
"622";"a4986.jpg";"清白传家";"青菜";"chinese greens-1";"-";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 161 白菜 ca.1920s初 立轴 纸本 水墨 137.5 x 33.5cm, 首都博物馆藏 湘中南包括湖南省中、南部盆地、丘陵地区和部分山地。历代都是湖南政治、经济、文化最发达的地区。大年初一则要吃面条、白菜和芋头。 吃面条寓意福寿绵长，吃白菜、芋头是取其'百事遇头'，'清白传家'之意"
"623";"a1515.jpg";"清白传家";"青菜";"chinese greens-1";"-";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 161 白菜 ca.1920s初 立轴 纸本 水墨 137.5 x 33.5cm, 首都博物馆藏 湘中南包括湖南省中、南部盆地、丘陵地区和部分山地。历代都是湖南政治、经济、文化最发达的地区。大年初一则要吃面条、白菜和芋头。 吃面条寓意福寿绵长，吃白菜、芋头是取其'百事遇头'，'清白传家'之意"
"624";"a4992.jpg";"清白传家";"青菜";"chinese greens-1";"-";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 161 白菜 ca.1920s初 立轴 纸本 水墨 137.5 x 33.5cm, 首都博物馆藏 湘中南包括湖南省中、南部盆地、丘陵地区和部分山地。历代都是湖南政治、经济、文化最发达的地区。大年初一则要吃面条、白菜和芋头。 吃面条寓意福寿绵长，吃白菜、芋头是取其'百事遇头'，'清白传家'之意"
"625";"a6178.jpg";"清白传家";"青菜";"chinese greens-1";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 3, pl. 103 立轴 纸本 水墨 91 x 53cm 1930 中央美术学院附属中学藏";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 161 白菜 ca.1920s初 立轴 纸本 水墨 137.5 x 33.5cm, 首都博物馆藏 湘中南包括湖南省中、南部盆地、丘陵地区和部分山地。历代都是湖南政治、经济、文化最发达的地区。大年初一则要吃面条、白菜和芋头。 吃面条寓意福寿绵长，吃白菜、芋头是取其'百事遇头'，'清白传家'之意"
"626";"a2248.jpg";"清白传家";"青菜";"chinese greens-1";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 4, pl. 7 立轴 纸本 水墨 137.5 x 25.8cm ca.early 1930s 中央工艺美术学院藏";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 161 白菜 ca.1920s初 立轴 纸本 水墨 137.5 x 33.5cm, 首都博物馆藏 湘中南包括湖南省中、南部盆地、丘陵地区和部分山地。历代都是湖南政治、经济、文化最发达的地区。大年初一则要吃面条、白菜和芋头。 吃面条寓意福寿绵长，吃白菜、芋头是取其'百事遇头'，'清白传家'之意"
"627";"a9203.jpg";"清白传家";"青菜";"chinese greens-1";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 4, pl. 176 立轴 纸本 水墨 137 x 33.5cm ca.mid-1930s 北京画院藏";;"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 2, pl. 161 白菜 ca.1920s初 立轴 纸本 水墨 137.5 x 33.5cm, 首都博物馆藏 湘中南包括湖南省中、南部盆地、丘陵地区和部分山地。历代都是湖南政治、经济、文化最发达的地区。大年初一则要吃面条、白菜和芋头。 吃面条寓意福寿绵长，吃白菜、芋头是取其'百事遇头'，'清白传家'之意"
"628";"a0478.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"629";"a3293.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"630";"a3292.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"631";"a3287.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"632";"a3288.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"633";"qingbailianjie.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"634";"qingbai1.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"635";"a2693.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"636";"a3150.jpg";"清白廉洁";"鱼";"qingbailianjie";"-";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"637";"a9107.jpg";"清白廉洁";"鱼";"qingbailianjie";"五彩菊瓣盘 高 4.4 口径 27.6 足径 15.8cm 王莉英主編 五彩・鬥彩 香港: 商務官印書館(香港)股份有限公司, 1999, p. 124, pl. 114; 146, pl. 134";;"Chenghua blue and white dish in Tsui Museum 1993:150; Qianlong blue and white bowl, plate 11 in Illustrated Catalogue of Ch’ing Dynasty Porcelain; saucer-dish with overglaze decoration, plate 211, Lee Kong Chien Museum Catalogue, The National University of Singapore; 267 Sotheby93/10/27/129康熙五彩 五彩124 康熙斗彩盘S304 清白廉洁Christie 96/6/10/84Í万历; B.Palace:59正德; T.PalaceQ:11; 阎冬梅137 汪98/178康熙碗 故宫釉里红中250弘治"
"638";"qingpingfugui-1.jpg";"清平富贵";"瓶 + 牡丹";"vase-1+peony";;;"-"
"639";"a9211.jpg";"清平福来";"瓶 + 蝙蝠";"vase-1+bat";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 4, pl.231 册页 纸本 水墨设色 21 x 31.5cm 1937 香港佳士得拍卖行";;"-"
"640";"a9713.jpg";"全家乐";"渔夫 + 享乐";"quanjiale";"吳熙曾: 江山勝覧 主編許禮平 香港: 翰墨軒出版有限公司, 1999";;"Agate snuff bottle ca. 1720 - 1851, plate 174 in Au Hang 1993 古本戏曲版画图录 首都图书馆编辑 Vol.3 298-9 红拂记 渔歌一曲起菰蒲 五彩・鬥彩 主編王莉英 香港: 商務官印書館(香港)股份有限公司, 1999, p. 78, pl. 71 康熙五彩棒槌瓶 賀天健特集 名家翰墨; 30 香港: 翰墨軒出版有限公司, 1992 p.49 1939年 110x61cm; p. 128f 1958年 116.5x54.5"
"641";"a9904.jpg";"全家乐";"渔夫 + 享乐";"quanjiale";"Chou Ju-Hsi, Journeys on Paper and Silk, 1998, pl. 12, p. 49";;"Agate snuff bottle ca. 1720 - 1851, plate 174 in Au Hang 1993 古本戏曲版画图录 首都图书馆编辑 Vol.3 298-9 红拂记 渔歌一曲起菰蒲 五彩・鬥彩 主編王莉英 香港: 商務官印書館(香港)股份有限公司, 1999, p. 78, pl. 71 康熙五彩棒槌瓶 賀天健特集 名家翰墨; 30 香港: 翰墨軒出版有限公司, 1992 p.49 1939年 110x61cm; p. 128f 1958年 116.5x54.5"
"642";"a9189.jpg";"群仙祝寿";"水仙 + 太湖石";"narcissus-1+longevity rock";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 162 立轴 纸本 水墨 160 x 53cm 1917年 中央工艺美术学院";;" Liu & Wang 1991:262"
"643";"a8075.jpg";"群仙祝寿";"八仙 + 寿字";"eight immortals+the Chinese character for longevity";"-";;" Liu & Wang 1991:262"
"644";"no-image.png";"荣贵万年";"芙蓉花 + 桂花 + 万年青";"hibiscus-1+osmanthus+rhodea japonica";;;"Wang (1990:66)"
"645";"no-image.png";"荣贵万年";"芙蓉花 + 牡丹 + 万年青";"hibiscus-1+peony-2+rhodea japonica";;;"Wang (1990:66)"
"646";"a5338.jpg";"荣华富贵";"芙蓉花 + 牡丹";"hibiscus+peony";"-";;"Meng 1991:240"
"647";"wanfuruyi.jpg";"如意万福";"盘长 + 卐字 + 万 + 蝙蝠";"knot-1+swastika+bat";"清乾隆 黄地彩绣万福如意花卉纹屏";;"Jade snuff bottle, ca. 1796 - 1851, plate 117 in Au Hang 1993"
"648";"a5291.jpg";"三多九如";"佛手 + 桃子 + 石榴 + 九 + 如意";"sanduo-1+jiuru";"-";;"-"
"649";"no-image.png";"三多九如";"蝙蝠 + 桃子 + 石榴 + 九 + 如意";"sanduo+jiuru";"-";;"-"
"650";"a5353.jpg";"三纲五常";"三 + 缸 + 五 + 尝酒";"sangangwuchang";"-";;"Meng 1991:244"
"651";"a9188.jpg";"三公百寿";"三 + 鸡 + 柏树";"sangongbaishou";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 1, pl. 21 横幅 纸本 水墨设色 90.6 x 176.9cm; 1896年 辽宁省博物馆藏 款题‘沁园夫子大人五秩之庆’，胡沁园(1847-1914)乃齐白石花鸟画老师 排行三 称‘三相公’ 此画祝三相公长命百岁";;"-"
"652";"a9768.jpg";"三公五爵";"三 + 白头翁 + 五 + 雀";"sangongwujue";"支那南画大成续集 河井荃庐等监修 东京: 兴文社, 1935卷六 p. 133 杨晋";;"-"
"653";"wujuetu-1.jpg";"五爵图";"五 + 雀";"sparrow";;;"Meng 1991:355"
"654";"a9638.jpg";"三思图";"三 + 鸶鹭";"sansi";"明 吕纪 文物光华 1,p. 223";;"元 赵雍 ‘三思图’ A-12-078, Yale University Gallery, Comprehensive Illustrated Catalogue of Chinese Paintings: Second Series, Vol. 1, University of Tokyo Press 1998"
"655";"a9923.jpg";"三思图";"三 + 鸶鹭";"sansi";"Elegant Brush: Chinese Painting Under the Quianlong Emperor, 1735-1795,pl. 76,p. 243LeafI";;"元 赵雍 ‘三思图’ A-12-078, Yale University Gallery, Comprehensive Illustrated Catalogue of Chinese Paintings: Second Series, Vol. 1, University of Tokyo Press 1998"
"656";"a0275.jpg";"三阳开泰";"三 + 羊";"sanyang";"-";;" Liu & Wang 1991:241; painting by Xuanzong of Ming Dynasty, p. 47, The National Palace Museum Monthly No. 118; National Palace Museum Monthly No 65封二; In the Ming dynasty (1368 - 1644), the Xuande emperor (reigned 1426 - 1435) himself did some paintings whose very subject matter was a rebus pun. One surviving scroll consists of one goat and two lamb symbolising a saying ‘san yang kai tai’ from Yijing (Book of Changes), which indicates that with the return of the spring to the earth after the winter everything under the sun looks fresh and will have a prosperous future. 文物天地2003/2 汪9 嘉靖青花铃铛杯S183 Christie HK95/4/30/1508 琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 18 清宫档案载 新年用 '三阳开泰'纹饰; 龙女牧羊图 清 任颐 故宫博物院藏 杨新 文物天地 "
"658";"a9158.jpg";"三阳开泰";"三 + 羊";"sanyang";"-";;" Liu & Wang 1991:241; painting by Xuanzong of Ming Dynasty, p. 47, The National Palace Museum Monthly No. 118; National Palace Museum Monthly No 65封二; In the Ming dynasty (1368 - 1644), the Xuande emperor (reigned 1426 - 1435) himself did some paintings whose very subject matter was a rebus pun. One surviving scroll consists of one goat and two lamb symbolising a saying ‘san yang kai tai’ from Yijing (Book of Changes), which indicates that with the return of the spring to the earth after the winter everything under the sun looks fresh and will have a prosperous future. 文物天地2003/2 汪9 嘉靖青花铃铛杯S183 Christie HK95/4/30/1508 琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 18 清宫档案载 新年用 '三阳开泰'纹饰; 龙女牧羊图 清 任颐 故宫博物院藏 杨新 文物天地 "
